record_id,record_type,publication_form,scope,source_files,search_source,in_corpus,title,first_author,year,journal,venue_label,doi,pmid,arxiv_id,url,is_preprint,publication_types,language,issn,include,exclusion_reason,model_name,model_family,modality,body_region,patient_population,age_groups,clinical_problem,task,model_description,release_status,release_evidence,code_url,study_design,dataset_size,data_source,validation,headline_result,citations,citations_per_year,rcr,fwci,impact,impact_measure,nih_percentile,citation_percentile,citations_source,confidence,overridden_fields,extractor_model,prompt_version,extracted_on,conference_venue,pediatric_title,top_lists
41933296,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Automatic lateral ventricle and choroid plexus segmentation method in infant brain MR images.,Kang J,2026,BMC medical imaging,BMC medical imaging,10.1186/s12880-026-02335-x,41933296,,https://doi.org/10.1186/s12880-026-02335-x,False,Journal Article,,,True,,,CNN (anatomy-aware loss segmentation network),MRI,brain (lateral ventricles and choroid plexus),Infants (Baby Connectome Project dataset n=154; in-house retrospective dataset n=52),infant,Segmenting the lateral ventricles and choroid plexus on infant brain MRI to study cerebrospinal fluid dynamics and neurodevelopment,segmentation,"A fully automated deep learning segmentation method for joint lateral ventricle and choroid plexus segmentation on T1-weighted infant brain MRI, using an anatomy-aware loss enforcing that the choroid plexus is contained within the ventricles.",unclear,,,retrospective method development and validation on two independent datasets,154 infants (BCP dataset) + 52 in-house infants,multi center,external / multi-center,Dice 0.818+/-0.075 (LV) and 0.827+/-0.084 (CP) in BCP dataset; Dice 0.964+/-0.060 (LV) and 0.932+/-0.059 (CP) in in-house dataset,0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41933663,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Quantitative radiomics and morphometry analysis of brain sub-regions reveals neurodevelopmental alterations in children with Tetralogy of Fallot.,Yang F,2026,Brain research bulletin,Brain research bulletin,10.1016/j.brainresbull.2026.111853,41933663,,https://doi.org/10.1016/j.brainresbull.2026.111853,False,Journal Article,,,True,,,LASSO + SVM (radiomics-morphometry fusion model),MRI,brain,60 children with Tetralogy of Fallot and 61 healthy controls,child,Identifying brain structural alterations associated with neurodevelopmental risk in children with Tetralogy of Fallot,detection / diagnosis,"A radiomics-morphometry fusion model combining Pyradiomics and FreeSurfer-derived features from 68 brain regions on 3D T1-weighted MRI, using LASSO feature selection and SVM classification to distinguish children with Tetralogy of Fallot from healthy controls.",unclear,,,retrospective case-control study with cross-validation,"60 TOF children, 61 healthy controls",not stated,internal only,"AUC 0.99 (training), 0.77 (testing)",0,0.0,,0.0,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
41934493,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Developing an artificial intelligence tool for detecting fractures of child abuse: preliminary findings.,Evans S,2026,European radiology,European radiology,10.1007/s00330-026-12513-8,41934493,,https://doi.org/10.1007/s00330-026-12513-8,False,Journal Article,,,True,,BoneView,"deep learning (CNN, commercial)",x-ray / radiography,skeletal survey (whole body),1740 children under 5 years old undergoing skeletal survey for suspected physical abuse,infant; child,Detecting inflicted (non-accidental) fractures on skeletal survey radiographs in suspected physical abuse,detection / diagnosis,A deep learning-based AI tool (BoneView) retrained to detect inflicted fractures on pediatric skeletal survey radiographs.,commercial,commercially available deep learning algorithm (BoneView),,retrospective diagnostic accuracy pilot study,"1740 patients (mean age 8.77+/-8.343 months, 1026 males)",single center,internal only,"Baseline AUC 0.46; after preliminary retraining AUC 0.55, sensitivity 52%, specificity 67%",0,0.0,,10.55,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41936642,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Real-time deep learning interpretation of echocardiographic video for automated detection of anatomical features associated with tetralogy of fallot in pediatric patients : a feasibility study.,Kim MJ,2026,Scientific reports,Scientific reports,10.1038/s41598-026-45943-x,41936642,,https://doi.org/10.1038/s41598-026-45943-x,False,Journal Article,,,True,,,Detectron2 / Mask R-CNN,ultrasound,heart,174 pediatric patients at Seoul Asan Medical Center (2018-2023),pediatric (unspecified),Automating detection of anatomical features of Tetralogy of Fallot from echocardiograms for screening,detection / diagnosis,"A Detectron2/Mask R-CNN-based deep learning model trained to detect four characteristic anatomical defects of Tetralogy of Fallot in echocardiographic images and videos, for screening in regions lacking pediatric cardiology specialists.",unclear,,,retrospective feasibility study,174 pediatric patients,single center,internal only,"AUC ~1.00, F1 score 96.8%, >97% accuracy",0,0.0,,5.81,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
41937219,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,A machine learning approach to using ultrasound for body composition and nutritional status assessment in newborns: a pilot study protocol.,Ranger BJ,2026,Pilot and feasibility studies,Pilot and feasibility studies,10.1186/s40814-026-01814-w,41937219,,https://doi.org/10.1186/s40814-026-01814-w,False,Journal Article,English,2055-5784 (electronic),True,,,CNN (planned),ultrasound,whole body (adipose/skeletal muscle),"50 infants (20 preterm, 30 full-term) at two sites (Boston, USA and Jimma, Ethiopia)",neonate; infant,Assessing infant body composition (fat and fat-free mass) and nutritional status using ultrasound,measurement / quantification,"Planned CNN-based machine learning models to predict whole-body composition (fat/fat-free mass) from ultrasound images, as part of a feasibility pilot study establishing the scanning protocol and image database.",unclear,,,pilot study protocol (feasibility); ML models not yet trained/validated on full data,50 infants planned,multi center,none / not stated,,0,0.0,,0.0,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
41939780,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,Early identification of refractory Mycoplasma pneumoniae pneumonia in children using CT-based radiomics: a multicenter study.,Li Q,2026,Frontiers in medicine,Frontiers in medicine,10.3389/fmed.2026.1785817,41939780,,https://doi.org/10.3389/fmed.2026.1785817,False,Journal Article,English,2296-858X (electronic),True,,,random forest radiomics,CT,chest (lung),"419 children (248 training, 62 testing, 109 external validation)",child,"Early prediction of refractory Mycoplasma pneumoniae pneumonia in children using clinical, imaging and radiomics features from chest CT",outcome prediction,Radiomics features extracted from chest CT (via PyRadiomics) are combined with clinical and imaging variables in random-forest models to predict which children with Mycoplasma pneumoniae pneumonia will develop a refractory (treatment-resistant) course.,unclear,,,retrospective multicenter study with external validation,419 children across multiple centers,multi center,external / multi-center,"Integrated model AUC 0.811 (95% CI 0.704-0.917) in external validation, vs radiomics-only 0.784 and clinical-imaging-only 0.675",1,1.0,,7.77,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41944722,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Deep Learning-based Bone Mineral Density Prediction Using Pediatric Chest Radiographs: A Multicenter Feasibility Study.,Choi JW,2026,Radiology,Radiology,10.1148/radiol.252761,41944722,,https://doi.org/10.1148/radiol.252761,False,Journal Article; Multicenter Study,,,True,,,CNN (multimodal: image + clinical variables),x-ray / radiography,chest / lumbar spine (BMD),Patients <18 years undergoing DXA and chest radiography at two tertiary hospitals,child; adolescent,Predicting bone mineral density (lumbar spine areal BMD) and detecting low BMD in children from chest radiographs,measurement / quantification; detection / diagnosis,"An AI model combining chest radiograph images with clinical variables (age, sex, height, weight) to predict lumbar spine areal BMD Z scores and detect low BMD, using DXA as the reference standard.",unclear,,,retrospective multicenter feasibility study,"1464 radiograph-DXA pairs (774 development, 376 internal test, 314 external test)",multi center,external / multi-center,"Internal test: r=0.85, AUC 0.92 for low BMD; External test: r=0.76, AUC 0.90",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41946451,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Automated Detection of Pediatric Slipped Capital Femoral Epiphysis: A Deep Learning Approach Using Anatomically Informed Attention Guidance.,Chakladar S,2026,Journal of pediatric orthopedics,Journal of pediatric orthopedics,10.1097/BPO.0000000000003279,41946451,,https://doi.org/10.1097/BPO.0000000000003279,False,Journal Article,,,True,,,U-Net++ + attention-guided EfficientNet B1,x-ray / radiography,hip / pelvis,"174 pelvic radiographs (139 training, 35 testing)",adolescent,Detecting slipped capital femoral epiphysis (SCFE) on pediatric pelvic radiographs,detection / diagnosis,"A two-stage deep learning model: U-Net++ segments the femoral head to define a region of focus, then an attention-guided EfficientNet B1 classifies the radiograph as SCFE or no SCFE, with Grad-CAM for interpretability.",unclear,,,retrospective diagnostic model development and testing,174 pelvic radiographs,single center,internal only,"AUC 0.893, accuracy 91.4%, sensitivity 93.3%, specificity 90.0%",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41949143,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,Artificial intelligence (AI)-driven ensemble model for comprehensive chest X-ray abnormality detection and deployment.,Abhishek A,2026,The Indian journal of medical research,The Indian journal of medical research,10.25259/IJMR_1854_2025,41949143,,https://doi.org/10.25259/IJMR_1854_2025,False,Journal Article,English,0971-5916,True,,DeepCXR v1.1,ensemble deep learning (multi-model CNN ensemble with lung segmentation),x-ray / radiography,chest,"children and adults; 54,000 CXR images (36,500 abnormal, 17,500 normal) from 18 centers across 11 Indian states; prospective validation on 13,927 CXR images from outpatient clinics",mixed pediatric and adult,Detect abnormalities including tuberculosis on chest radiographs for large-scale screening in resource-limited settings,detection / diagnosis,"Takes chest radiographs (no metadata/clinical input required) and, via a multi-model ensemble including lung segmentation and lesion-specific models, classifies the image as normal or abnormal for large-scale TB/thoracic screening.",unclear,,,multicentric retrospective development with prospective independent validation,"54,000 CXR images (282,000 annotated data points) for training; 13,927 CXR images for prospective validation",multi center,prospective,"Sensitivity 92.2% (95% CI 91.6-92.7), specificity 77.4% (95% CI 76.1-78.6) in blind prospective validation",2,2.0,,17.83,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
41949333,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Preoperative MRI-Derived Navigation Reduces Radiation Exposure in Pediatric Spinal Fusion.,Cardin S,2026,Journal of pediatric orthopedics,Journal of pediatric orthopedics,10.1097/BPO.0000000000003288,41949333,,https://doi.org/10.1097/BPO.0000000000003288,False,Journal Article,,,True,,,machine learning (MRI-to-synthetic-CT translation),multiple,spine,"94 pediatric patients undergoing posterior spinal fusion for AIS (fluoro-only n=39, CT-only n=28, MRI-to-CT n=27)",adolescent,Eliminating preoperative CT and reducing radiation exposure during pediatric spinal fusion for adolescent idiopathic scoliosis by converting MRI to synthetic CT for surgical navigation,reconstruction / imputation,"A machine learning model that translates MRI signal intensities into CT-equivalent Hounsfield units to generate synthetic CT for intraoperative navigation, eliminating the need for a preoperative CT scan.",unclear,,,"retrospective cohort study, single tertiary center",94 patients total (27 in MRI-to-CT group),single center,internal only,MRI-to-CT group: intraoperative dose 0.55+/-0.49 mSv vs 0.91+/-0.57 mSv fluoro-only (P=0.008); zero preoperative radiation vs 19.6 mSv for CT-only (P<0.05),0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41951866,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Automated quantification of coronal balance in spinal deformity: a safety-aware clinical workflow.,Wang Z,2026,Scientific reports,Scientific reports,10.1038/s41598-026-47402-z,41951866,,https://doi.org/10.1038/s41598-026-47402-z,False,Journal Article,,,True,,,HRNet (CNN),x-ray / radiography,spine (full-spine radiographs),847 full-spine radiographs,adolescent,"Automated quantification of coronal balance parameters (shoulder height difference, pelvic obliquity, C7 plumb line offset) in adolescent idiopathic scoliosis",measurement / quantification,"An HRNet-based deep learning system with a Clinical Safety Gating Mechanism that automatically measures shoulder height difference, pelvic obliquity, and C7 plumb line offset from full-spine radiographs, suppressing unreliable outputs in anatomically ambiguous cases.",unclear,,,retrospective model development and validation,847 full-spine radiographs,not stated,internal only,Mean absolute error 0.86-2.45mm; Pearson r>0.95 agreement with manual measurements,0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41953679,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,CT-based radiomics models for predicting the prognosis of children with mycoplasma pneumonia.,Wang T,2026,Frontiers in cellular and infection microbiology,Frontiers in cellular and infection microbiology,10.3389/fcimb.2026.1737753,41953679,,https://doi.org/10.3389/fcimb.2026.1737753,False,Journal Article,,,True,,,LASSO radiomics + clinical logistic model,CT,chest / lung,356 children with mycoplasma pneumonia from two hospitals,child,Predicting prognosis of mycoplasma pneumonia in children using clinical and CT radiomics features,outcome prediction,"A radiomics model extracting features from chest CT lesion regions using LASSO feature selection, combined with clinical variables, to predict prognosis of mycoplasma pneumonia in children.",unclear,,,retrospective multicenter study,"356 children (training 206, test 52, validation 98)",multi center,internal only,"Combined clinical+radiomics model AUC 0.842 (training), 0.825 (validation), 0.748 (test)",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41954151,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,Quality evaluation of ultrasound images for fetal crown-rump length measurement at 11 to 14 weeks' gestation: A fusion model can be interpreted using SHAP method.,Liu L,2026,The ultrasound journal,The ultrasound journal,10.5826/tuj.2026.18334,41954151,,https://doi.org/10.5826/tuj.2026.18334,False,Journal Article,English,2524-8987 (electronic),True,,,DeepLabV3 ResNet101 (segmentation) + radiomics/deep transfer learning fusion model,ultrasound,"fetal (crown-rump length, midsagittal plane)","1149 midsagittal plane images from two hospitals, early pregnancy",fetal,Automated quality evaluation of ultrasound images used for fetal crown-rump length measurement in early pregnancy,workflow / non-interpretive,"A fusion model combining radiomics and deep transfer learning features (using a DeepLabV3-ResNet101 segmentation model for ROI extraction) to classify fetal CRL ultrasound images as standard or non-standard planes, interpreted using SHAP.",unclear,,,retrospective model development and validation,1149 images from two hospitals,multi center,internal only,"Fusion model AUC 0.947, accuracy 88.4%, sensitivity 83.0%, specificity 92.7%; performance comparable to senior radiologists",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41956321,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Automatic detection of the fetal brain midsagittal plane on MRI using a deep learning pipeline.,Zhao Z,2026,American journal of obstetrics & gynecology MFM,American journal of obstetrics & gynecology MFM,10.1016/j.ajogmf.2026.101962,41956321,,https://doi.org/10.1016/j.ajogmf.2026.101962,False,Journal Article,,,True,,,multitask 2D U-Net + LightGBM classifier,MRI,fetal brain,"432 fetal brain MRI stacks from 225 fetuses (normal anatomy, 18-36 weeks)",fetal,Automated localization of the fetal brain midsagittal plane on MRI for quality control and standardized assessment of midline brain structures,segmentation; workflow / non-interpretive,"A multitask 2D U-Net detects four midline brain structures (corpus callosum genu/splenium, cerebellar vermis, pons) to generate slice-level midsagittal-plane probability scores, aggregated by a LightGBM classifier into a case-level decision.",unclear,,,retrospective study with 5-fold cross-validation,432 MRI stacks from 225 fetuses,not stated,internal only,"Slice-level AUC 0.95, accuracy 0.87; case-level AUC 0.81, accuracy 0.74",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41958471,corpus,preprint,pediatric,pedrad_paper_db.json,pubmed,True,EVALUATION OF NEUROCOMBAT AND DEEP LEARNING HARMONIZATION FOR MULTI-SITE MAGNETIC RESONANCE NEUROIMAGING IN YOUTH WITH PRENATAL ALCOHOL EXPOSURE.,Scholten C,2026,ArXiv,ArXiv,,41958471,,https://pubmed.ncbi.nlm.nih.gov/41958471/,True,Journal Article; Preprint,,,True,,HACA3,deep learning harmonization method,MRI,brain,"Pediatric cohort (age 7 to 21) with controls and cases of prenatal alcohol exposure, three scanners",child; adolescent; mixed pediatric and adult,Harmonizing multi-site MRI signal differences prior to volumetric analysis in a pediatric cohort with prenatal alcohol exposure,reconstruction / imputation,"HACA3, a deep learning image harmonization method, processes MRI signals across scanners/sites prior to downstream volumetric quantification (MaCRUISE), aiming to remove site-related variance while preserving biological signal; compared against the statistical method neuroCombat.",unreleased,"preprint, not yet published",,retrospective multi-site evaluation/comparison study (preprint),,multi center,external / multi-center,HACA3 qualitatively improved inter-site contrast variation but statistical methods (neuroCombat) reduced more site-related variance in MaCRUISE volume metrics (ANCOVA),0,0.0,,,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
41959936,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,The Use of Machine Learning to Enable Objective Assessment of Surgical Outcomes in Sagittal Craniosynostosis.,Brulleman SIHM,2026,Plastic and reconstructive surgery. Global open,Plastic and reconstructive surgery. Global open,10.1097/GOX.0000000000007583,41959936,,https://doi.org/10.1097/GOX.0000000000007583,False,Journal Article,,,True,,SD-VAE (Swap Disentangled Variational Autoencoder),variational autoencoder,multiple,skull / head,108 healthy children and 239 preoperative sagittal craniosynostosis patients; 21 CVR and 37 SAC pre/postoperative pairs,pediatric (unspecified),Objective assessment of head shape and quantification of surgical outcomes after correction of sagittal craniosynostosis,measurement / quantification,"A Swap Disentangled Variational Autoencoder (SD-VAE) trained on CT, MRI, and 3D photographs to objectively quantify global and regional head shape relative to healthy norms, used to assess surgical outcomes after spring-assisted cranioplasty and calvarial vault remodeling.",unclear,,,retrospective model development and evaluation,"108 healthy children, 239 preoperative SC patients, 58 pre/postoperative pairs",not stated,internal only,SD-VAE accurately distinguished SC patients from healthy controls based on global/regional morphology; both SAC and CVR resulted in head shape normalization,0,0.0,,0.0,,,,,icite,medium,,claude-code sonnet (worklist),1,2026-09-10,,,
41966441,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,"Composition, Pediatric Representation, and Transparency Disclosure Among FDA-Cleared Radiology Artificial Intelligence Products.",Phillips V,2026,Journal of the American College of Radiology : JACR,Journal of the American College of Radiology : JACR,10.1016/j.jacr.2026.04.001,41966441,,https://doi.org/10.1016/j.jacr.2026.04.001,False,Journal Article,,,True,,,,multiple,,,pediatric (unspecified),"Assessing the composition, pediatric representation, and transparency of disclosures among FDA-cleared radiology AI products",other,"Analysis of the composition, pediatric patient representation, and transparency of disclosures among FDA-cleared radiology AI products (abstract text not available; based on title only).",unclear,,,cross-sectional analysis of FDA-cleared radiology AI products (inferred from title; abstract unavailable),,not stated,none / not stated,,0,0.0,,0.0,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
41972077,corpus,journal article,pediatric,pedrad_paper_db.json; embase_unique_rows.json,pubmed,True,Developing new methods for the accurate evaluation of children's bone age based on X-ray images: a study on the accuracy and consistency of artificial intelligence and manual bone age evaluation.,Zhang JY,2026,Quantitative imaging in medicine and surgery,Quantitative imaging in medicine and surgery,10.21037/qims-2025-1754,41972077,,https://doi.org/10.21037/qims-2025-1754,False,Journal Article,English,2223-4306 (electronic),True,,,AI bone age assessment system (not otherwise specified),x-ray / radiography,hand and wrist,1083 images from children,child,Accurate evaluation of children's bone age from hand/wrist radiographs and comparison with pediatric radiologists' manual assessment,measurement / quantification,"An AI bone age assessment system evaluated against three pediatric radiologists using Greulich-Pyle, RUS-CHN, and TW3-Carpal methods, compared with chronological age as reference.",unclear,,,retrospective comparative accuracy study,1083 images,not stated,internal only,"AI-manual agreement ICC 0.962-0.982, MAE 0.38-0.45 years; AI vs chronological age MAE 0.75-1.45 years",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41981094,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,A multicentre benchmark dataset for comprehensive landmark-based fetal ultrasound biometry.,Di Vece C,2026,Scientific reports,Scientific reports,10.1038/s41598-026-47854-3,41981094,,https://doi.org/10.1038/s41598-026-47854-3,False,Journal Article; Multicenter Study,,,True,,,automated landmark-based fetal biometry model (baseline),ultrasound,"fetal (head, abdomen, femur)","1904 subjects, 4513 images from four clinical sites, seven ultrasound devices",fetal,"Providing an open, multi-site annotated benchmark dataset and baseline AI model for automated fetal biometric landmark detection (head/abdominal diameters, femoral length)",measurement / quantification,"An open-access multicentre benchmark dataset of fetal ultrasound images with expert landmark annotations for biometric measurements (head, abdomen, femur), with an automated landmark-based baseline model to quantify domain shift across centers/devices.",open-source,All data and annotations are available on the UCL Research Data Repository. Training code and evaluation pipelines are available at https://github.com/surgical-vision/Multicentre-Fetal-Biometry.git,https://github.com/surgical-vision/Multicentre-Fetal-Biometry.git,multicentre benchmark dataset with baseline model evaluation,"4,513 images from 1,904 subjects",multi center,external / multi-center,Single-center training/evaluation overestimates performance relative to multicentre testing (domain shift demonstrated),0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41981301,corpus,journal article,pediatric,pedrad_paper_db.json; top_papers_pediatric_radiology_ai_2026.json,pubmed,True,Image Quality Advancements in Low-Dose Pediatric CT Using Super-Resolution Deep-Learning Reconstruction.,Nagayama Y,2026,Journal of imaging informatics in medicine,Journal of imaging informatics in medicine,10.1007/s10278-026-01929-9,41981301,,https://doi.org/10.1007/s10278-026-01929-9,False,Journal Article,,,True,,SR-DLR,super-resolution deep-learning reconstruction,CT,abdomen,"38 children (<10 years, median age 2.0 years) with low-radiation abdominal CT",infant; child,Improving image quality of low-dose thin-slice pediatric abdominal CT,reconstruction / imputation,"Super-resolution deep-learning reconstruction (SR-DLR) applied to raw low-dose pediatric abdominal CT data to reduce noise and improve edge sharpness, compared with hybrid-iterative and conventional deep-learning reconstructions.",unclear,,,retrospective quantitative and qualitative image quality comparison,38 children,not stated,internal only,"SR-DLR showed greatest noise reduction, highest CNR and ERS, outperforming hybrid-IR and C-DLR (p<0.001)",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,pediatric 2026
41985649,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Predicting adult functional outcomes in childhood-onset attention-deficit/hyperactivity disorder using multimodal MRI and machine learning: A prospective follow-up study.,Kang S,2026,Progress in neuro-psychopharmacology & biological psychiatry,Progress in neuro-psychopharmacology & biological psychiatry,10.1016/j.pnpbp.2026.111702,41985649,,https://doi.org/10.1016/j.pnpbp.2026.111702,False,Journal Article,,,True,,,random forest,MRI,brain,104 children with ADHD followed into adulthood (mean follow-up 8.2 years),mixed pediatric and adult,Predicting adult functional outcomes in children with ADHD using baseline clinical and multimodal MRI features,outcome prediction,"Random forest models combining baseline clinical characteristics, structural MRI, and resting-state functional MRI features from children with ADHD to predict adult functional outcome (Global Assessment of Functioning), interpreted with SHAP.",unclear,,,prospective follow-up study,104 children with ADHD,not stated,internal only,Multimodal model AUC 0.816 vs clinical-only AUC 0.589,0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41986781,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Deep learning for pediatric synovial recess distension detection in hemophilia: synthetic image augmentation with styleGAN2-ADA.,Jafarpisheh N,2026,International journal of computer assisted radiology and surgery,International journal of computer assisted radiology and surgery,10.1007/s11548-026-03638-8,41986781,,https://doi.org/10.1007/s11548-026-03638-8,False,Journal Article,,,True,,,conditional StyleGAN2-ADA + EfficientNet-B4,ultrasound,knee (musculoskeletal),"2,499 real pediatric and adult knee ultrasound images; independent pediatric test set of 278 images, ages 0-18",infant; child; adolescent,Classifying pediatric synovial recess distension (joint bleeding) on musculoskeletal ultrasound in children with hemophilia,detection / diagnosis,"A conditional StyleGAN2-ADA generates age- and diagnosis-specific synthetic pediatric musculoskeletal ultrasound images to augment scarce real data, used to fine-tune an EfficientNet-B4 classifier for synovial recess distension (SRD) classification.",unclear,,,retrospective model development with cross-validation,"2,499 real + 21,550 synthetic images; independent pediatric test set of 278 images",not stated,internal only,"Accuracy improved +17.3pp for ages 0-8 (85.3% vs 68.0%, p<0.001) and +6.1pp for ages 14-18 (89.9% vs 83.8%, p=0.033) vs adult-trained baseline",0,0.0,,0.0,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41987062,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Development and validation of a combined model based on MRI radiomics for predicting placenta accreta spectrum and adverse pregnancy outcomes: a multicenter retrospective study.,Zhou Z,2026,BMC medical imaging,BMC medical imaging,10.1186/s12880-026-02348-6,41987062,,https://doi.org/10.1186/s12880-026-02348-6,False,Journal Article; Multicenter Study; Validation Study,,,True,,,radiomics + clinical combined model,MRI,placenta / uterus,"610 singleton pregnancies (292 PAS, 318 controls)",fetal,Prenatal prediction of placenta accreta spectrum and adverse pregnancy outcomes from MRI,outcome prediction; detection / diagnosis,A combined radiomics-clinical model using T2-weighted MRI radiomics features and prenatal clinical features to predict placenta accreta spectrum and associated adverse pregnancy outcomes.,unclear,,,multicenter retrospective validation study,"610 singleton pregnancies (training 408, validation 102, external test 100)",multi center,external / multi-center,Combined model AUC for PAS: 0.767/0.795/0.792 (training/validation/external test); for pregnancy outcomes: 0.852/0.879/0.907,0,0.0,,,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
41995742,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Independent bone-level diagnostic accuracy study of an AI tool for detecting appendicular skeletal fractures on radiographs.,Bruun FJ,2026,European radiology,European radiology,10.1007/s00330-026-12489-5,41995742,,https://doi.org/10.1007/s00330-026-12489-5,False,Journal Article,,,True,,,,x-ray / radiography,appendicular skeleton (extremities),"consecutive trauma radiograph patients at seven Danish hospitals, median age 38 (IQR 21-64), including children",mixed pediatric and adult,"Can a commercially available AI tool reliably detect fractures on radiographs across anatomical regions and confounding factors, including in children?",detection / diagnosis,Commercially available AI software analyzes trauma radiographs and flags fractures; performance was benchmarked against the clinical radiologic report and stratified by patient and bone subgroups including children.,commercial,commercially available AI tool,,retrospective multi-hospital diagnostic accuracy study with subgroup stratification (including children),2783 patients (948 with fracture),multi center,external / multi-center,"Overall sensitivity 89% (95% CI 87-91%), specificity 88% (95% CI 86-89%); specificity dropped to 57% with old fractures",1,1.0,,5.71,,,,,icite,low,,claude-code sonnet (worklist),1,2026-09-10,,,
41997760,corpus,journal article,pediatric,pedrad_paper_db.json,pubmed,True,Evaluation of functional spiral artery count and jet dispersion index using power Doppler ultrasound: in vivo insights into the vascular pathology of placental dysfunction.,Mathewlynn S,2026,Placenta,Placenta,10.1016/j.placenta.2026.04.004,41997760,,https://doi.org/10.1016/j.placenta.2026.04.004,False,Journal Article,,,True,,OxNNet,convolutional neural network (segmentation),ultrasound,placenta,"6246 pregnancies from two prospective cohorts (FirstPLUS, OxPLUS), first-trimester (11+2 to 14+1 weeks)",fetal,Automated segmentation of placental and vascular structures on 3D power Doppler ultrasound to derive novel vascular markers associated with pre-eclampsia and fetal growth restriction,segmentation; measurement / quantification,"The OxNNet convolutional neural network automatically segments placental and vascular structures on 3D power Doppler ultrasound images, from which functional spiral artery count and jet dispersion index are derived and tested for association with pre-eclampsia and fetal growth restriction.",unclear,,,prospective cohort study (combined dataset of two cohorts),"6246 pregnancies; 5555 evaluable FSA counts, 2991 DI results",multi center,external / multi-center,Lower FSA z-score associated with FGR (p<0.001); lower DI associated with PE (p=0.005) and FGR (p<0.001),0,0.0,,19.07,,,,,icite,high,,claude-code sonnet (worklist),1,2026-09-10,,,
