record_id,year,title,clinical_problem,topics,dataset_mentions
40072866,2025,Optical Flow-Enhanced Mamba U-Net for Cardiac Phase Detection in Ultrasound Videos.,automated detection of cardiac end-systolic and end-diastolic frames in fetal and adult echocardiography videos,Fetal assessment / prenatal; Cardiac / congenital heart,
40082488,2025,Three-dimensional markerless surface topography approach with convolutional neural networks for adolescent idiopathic scoliosis screening.,screening adolescents for scoliosis without the unnecessary referrals and radiographs that current screening generates,Scoliosis / spine deformity,
40096351,2025,Enhanced U-Net for Infant Brain MRI Segmentation: A (2+1)D Convolutional Approach.,"segmenting infant brain MRI into cerebrospinal fluid, gray matter, and white matter",,
40096789,2025,Optimized attention-enhanced U-Net for autism detection and region localization in MRI.,Can deep learning detect autism spectrum disorder and localize the affected brain regions on MRI in children?,Autism / ADHD / psychiatric,ABIDE
40099764,2025,"Volume-based complete automation for ultrasound fetal biometry: A pilot approach to assess feasibility, reliability, and perspectives.",automating fetal biometry measurement from 3D ultrasound volumes to reduce operator dependency,Fetal assessment / prenatal,
40100409,2025,T2-weighted MRI radiomics for the prediction of pediatric and young adult rhabdomyosarcoma alveolar subtype and distant metastasis: a pilot study.,Can MRI radiomics predict alveolar histological subtype and distant metastasis at diagnosis in children with rhabdomyosarcoma?,,
40100672,2025,Population-Driven Synthesis of Personalized Cranial Development From Cross-Sectional Pediatric CT Images.,"Can a generative AI model predict how an individual child's skull will grow over time, using only a single CT scan?",,
40103471,2025,Fetal Diagnostics using Vision Transformer for Enhanced Health and Severity Prediction in Ultrasound Imaging.,Can a vision transformer classify fetal health status and severity of abnormalities from ultrasound images?,Fetal assessment / prenatal,
40107118,2025,Predicting infant brain connectivity with federated multi-trajectory GNNs using scarce data.,predicting infant brain connectivity development trajectories across multiple imaging modalities from a single baseline scan while preserving data privacy across hospitals,,
40108068,2025,Automated Detection of Hydrocephalus in Pediatric Head Computed Tomography Using VGG 16 CNN Deep Learning Architecture and Based Automated Segmentation Workflow for Ventricular Volume Estimation.,automated detection of hydrocephalus and ventricular volume estimation in infant head CT,Hydrocephalus,
40112563,2025,Intersection-based slice motion estimation for fetal brain imaging.,correcting inter-slice motion artifacts in fetal brain MRI to improve 3D reconstruction quality,Fetal assessment / prenatal,
40114121,2025,A machine learning model based on placental magnetic resonance imaging and clinical factors to predict fetal growth restriction.,predicting fetal growth restriction using placental MRI radiomics combined with clinical factors,Fetal assessment / prenatal,
40121488,2025,Machine learning-based radiomics using MRI to differentiate early-stage Duchenne and Becker muscular dystrophy in children.,Can MRI radiomics distinguish early-stage Duchenne from Becker muscular dystrophy in young children?,,
40127518,2025,Development and validation of pan-cancer lesion segmentation AI-model for whole-body 18F-FDG PET/CT in diverse clinical cohorts.,segmenting cancer lesions on whole-body FDG PET/CT regardless of tumor type or site,,
40128812,2025,Formative research to optimize pre-eclampsia risk-screening and prevention (PEARLS): study protocol.,Validating and implementing an AI-based ultrasound tool for gestational age estimation as part of a broader pre-eclampsia risk-screening and prevention program in resource-limited settings,Fetal assessment / prenatal,
40129724,2025,Automatic brain quantification in children with unilateral cerebral palsy.,Automatically quantify lesion-free brain volumes in children with unilateral cerebral palsy to relate brain structure to motor and visual outcomes,,
40134602,2025,Optimized deep learning model for diagnosing tonsil and adenoid hypertrophy through X-rays.,diagnosing severity of tonsillar and adenoid hypertrophy from lateral nasopharyngeal X-rays in children,,
40137200,2025,Recovering Image Quality in Low-Dose Pediatric Renal Scintigraphy Using Deep Learning.,Recover image quality in low-dose pediatric renal scintigraphy to allow reduced radiation exposure,Renal / urinary,
40142804,2025,Development and Validation of an MRI-Based Brain Volumetry Model Predicting Poor Psychomotor Outcomes in Preterm Neonates.,predicting long-term psychomotor and mental developmental outcomes in very-low-birth-weight preterm infants from term-equivalent-age brain MRI volumetry,,
40146354,2025,A novel deep learning radiopathomics model for predicting carcinogenesis promotor cyclooxygenase-2 expression in common bile duct in children with pancreaticobiliary maljunction: a multicenter study.,Can a combined imaging and pathology AI model predict a molecular marker of cancer risk (COX-2) in children with pancreaticobiliary maljunction?,Liver / biliary,
40146450,2025,Revealing morphological fingerprints in perinatal brains using quasi-conformal mapping: occurrence and neurodevelopmental implications.,"Can individual infants be identified from morphological 'fingerprints' of their brain MRI, and do these predict later neurodevelopment?",Brain development / cognition,
40146686,2025,Automated scan quality evaluation for DDH using transfer learning: Development of a novel ensemble system.,Automatically evaluate the scan quality of pelvic ultrasound images used to diagnose developmental dysplasia of the hip by scoring five anatomical landmarks,Hip dysplasia,
40147073,2025,PARADISE: Personalized and regional adaptation for HIE disease identification and segmentation.,"segmenting small, diffuse hypoxic-ischemic encephalopathy lesions on neonatal brain MRI",Neonatal brain injury,
40150669,2025,Application of Radiomics in Predicting the Prognosis of Medulloblastoma in Children.,predicting prognosis (overall survival) of pediatric medulloblastoma using MRI radiomics combined with clinical features,Brain / CNS tumors,
40152470,2025,Automated Measurements of Spinal Parameters for Scoliosis Using Deep Learning.,"Can an automated deep learning tool accurately measure spinal parameters (Cobb angle and others) for scoliosis diagnosis, in both adolescents and older adults?",Scoliosis / spine deformity,
40153835,2025,Healthcare resource utilization for the management of neonatal head shape deformities: a propensity-matched analysis of AI-assisted and conventional approaches.,"Assess whether AI-generated craniometric analysis changes healthcare resource utilization (radiography ordering, physical therapy, orthotic therapy, specialist follow-up) in neonates evaluated for head shape deformities",,
40158938,2025,Multivariate Classification of Adolescent Major Depressive Disorder Using Whole-brain Functional Connectivity.,Classify adolescents with major depressive disorder from healthy adolescents using whole-brain resting-state functional connectivity as a potential imaging biomarker,Brain development / cognition; Autism / ADHD / psychiatric,
40159500,2025,Multimodal contrastive learning for enhanced explainability in pediatric brain tumor molecular diagnosis.,"Improving both explainability and accuracy of genetic-marker classification for pediatric low-grade glioma, the most common pediatric brain tumor, from MRI",Brain / CNS tumors,
40160646,2025,An automatic deep learning-based bone mineral density measurement method using X-ray images of children.,measuring areal bone mineral density in children from a single hand/forearm X-ray as an alternative to DXA,,
40165031,2025,Identification of Biliary Atresia in Infantile Cholestasis: Integrating Radiomics With MRCP for Unobservable Extrahepatic Biliary Systems.,Can MRCP radiomics distinguish biliary atresia from other causes of infant cholestasis when the extrahepatic bile duct cannot be seen on imaging?,Liver / biliary,
40165135,2025,Effectiveness and clinical impact of using deep learning for first-trimester fetal ultrasound image quality auditing.,automated quality auditing of first-trimester fetal ultrasound standard-plane images to support consistent image quality control and radiologist feedback,Fetal assessment / prenatal,
40170415,2025,Trade-off of different deep learning-based auto-segmentation approaches for treatment planning of pediatric craniospinal irradiation autocontouring of OARs for pediatric CSI.,"comparing deep-learning auto-segmentation approaches (commercial, out-of-the-box, in-house) for delineating organs at risk in pediatric craniospinal irradiation planning",,
40172160,2025,A machine learning model for prenatal risk prediction of cephalopelvic disproportion-related dystocia: A retrospective study.,predicting prenatal risk of cephalopelvic disproportion-related dystocia using maternal and fetal (sonographic) parameters,Fetal assessment / prenatal,
40172789,2025,An efficient network with state space model under evidential training for fetal echocardiography standard view recognition.,Can an efficient AI model help sonographers at primary hospitals recognize standard views in fetal echocardiography to improve detection of congenital heart disease?,Fetal assessment / prenatal; Cardiac / congenital heart,
40175204,2025,Generating Synthetic T2*-Weighted Gradient Echo Images of the Knee with an Open-source Deep Learning Model.,"Generate synthetic T2*-weighted gradient echo knee MRI images (useful for cartilage, synovial blooming, chondrocalcinosis, and pediatric physis assessment) from routinely acquired fat-suppressed intermediate-weighted images, avoiding an extra sequence",,
40178663,2025,Neural effect of childhood maltreatment on neurovascular coupling in adolescent depression.,Investigate how childhood maltreatment affects neurovascular coupling in adolescent depression and use these imaging features to classify MDD,Autism / ADHD / psychiatric,
40180003,2025,Enhancing brain age estimation under uncertainty: A spectral-normalized neural gaussian process approach utilizing 2.5D slicing.,"estimating brain age with uncertainty quantification from MRI, applied to detect accelerated brain aging in adolescents with ADHD",Brain development / cognition; Autism / ADHD / psychiatric,
40180124,2025,Automatic flow planning for fetal cardiovascular magnetic resonance imaging.,Automate real-time planning of phase-contrast flow imaging sequences for fetal cardiovascular MRI to widen access to fetal flow imaging,Fetal assessment / prenatal,
40183053,2025,Computed tomography-based radiomic features combined with clinical parameters for predicting post-infectious bronchiolitis obliterans in children with adenovirus pneumonia: a retrospective study.,Can CT radiomics combined with clinical data predict which children with adenovirus pneumonia will develop post-infectious bronchiolitis obliterans?,Pulmonary infection,
40186143,2025,Predicting placenta accreta spectrum and high postpartum hemorrhage risk using radiomics from T2-weighted MRI.,Predicting placenta accreta spectrum and high postpartum hemorrhage risk before delivery from T2-weighted MRI radiomics,Fetal assessment / prenatal; Liver / biliary,
40186652,2025,Deep learning-based denoising image reconstruction of body magnetic resonance imaging in children.,whether deep learning-based denoising reconstruction improves image quality and shortens scan time in pediatric body MRI,,
40186654,2025,A magnetic resonance image-based deep learning radiomics nomogram for hepatocyte cytokeratin 7 expression: application to predict cholestasis progression in children with pancreaticobiliary maljunction.,noninvasively predicting hepatocyte CK7 status and cholestasis progression in children with pancreaticobiliary maljunction using MRI,Liver / biliary,
40191138,2025,P253 Next-generation phenotyping facilitates the identification of structural brain malformations in rare disorders through computational brain MRI analysis.,using deep learning-based brain MRI phenotyping to identify structural brain malformations and their associated rare genetic disorders,,
40192806,2025,Real-life benefit of artificial intelligence-based fracture detection in a pediatric emergency department.,whether a bought AI tool actually helps the inexperienced physician working nights in a pediatric emergency department,Fracture / trauma / abuse,
40193010,2025,Improving image quality on pediatric and neonatal radiography using AI-based compensation for image degradation.,Improve image quality of pediatric and neonatal chest and abdominal radiographs via AI-based noise reduction to compensate for image degradation,,
40194851,2025,Severity Classification of Pediatric Spinal Cord Injuries Using Structural MRI Measures and Deep Learning: A Comprehensive Analysis across All Vertebral Levels.,detecting and grading the severity of pediatric spinal cord injury from structural MRI measurements,,
40202887,2025,Topological GCN Guided Improved Conformer for Detection of Hip Landmarks From Ultrasound Images.,Can an AI model accurately detect anatomical landmarks on infant hip ultrasound to support Graf-method DDH diagnosis?,Hip dysplasia,
40208761,2025,Fetal Cerebellum Landmark Detection Based on 3D MRI: Method and Benchmark.,automated landmark detection in the fetal cerebellum on 3D MRI to assess fetal brain development,Brain development / cognition; Fetal assessment / prenatal,
40210002,2025,Deep Learning Algorithms to Predict Differential Renal Function <40% in Unilateral Hydronephrosis Based on Key Parameters of Urinary Tract Ultrasound.,"Predicting impaired differential renal function (below 40%) in children with unilateral hydronephrosis from urinary tract ultrasound parameters, to guide surgical decision-making without requiring a renogram",Renal / urinary,
40210647,2025,"A dataset of synthetic, maturation-informed magnetic resonance images of the human fetal brain.",Can a synthetic fetal brain MRI dataset support development of AI post-processing and segmentation tools when real fetal MRI data are scarce?,Fetal assessment / prenatal,
40221066,2025,FetDTIAlign: A deep learning framework for affine and deformable registration of fetal brain dMRI.,"Can deep learning accurately align (register) fetal brain diffusion MRI scans across subjects and time points, despite fetal motion and low image quality?",Fetal assessment / prenatal,dHCP
40227327,2025,AI as teacher: effectiveness of an AI-based training module to improve trainee pediatric fracture detection.,Evaluating whether an AI-based training module using an automated fracture-detection tool improves resident and medical student accuracy in detecting pediatric fractures on radiographs,Fracture / trauma / abuse,
40232228,2025,Enhanced detection of autism spectrum disorder through neuroimaging data using stack classifier ensembled with modified VGG-19.,detecting autism spectrum disorder in children from structural and functional brain MRI using machine learning,Autism / ADHD / psychiatric,ABIDE
40232672,2025,Wrist and elbow fracture detection and segmentation by artificial intelligence using point-of-care ultrasound.,detecting wrist and elbow fractures on point-of-care ultrasound in the pediatric emergency department,Fracture / trauma / abuse,
40233539,2025,Hierarchical feature extraction on functional brain networks for autism spectrum disorder identification with resting-state fMRI data.,"Improving objective diagnosis of autism spectrum disorder, which typically manifests in childhood, using resting-state functional MRI instead of subjective behavioral evaluation",Autism / ADHD / psychiatric,ABIDE; ADHD-200
40234697,2025,A prediction model of pediatric bone density from plain spine radiographs using deep learning.,"Predicting pediatric bone mineral density (and classifying low-BMD/osteoporosis risk) from plain spine radiographs, as an alternative to DXA",,
40240835,2025,"Artificial intelligence based automatic classification, annotation, and measurement of the fetal heart using HeartAssist.","automated classification of fetal cardiac ultrasound views, annotation of cardiac structures, and measurement of cardiac parameters to support prenatal detection of congenital heart disease",Fetal assessment / prenatal; Cardiac / congenital heart,
40250104,2025,"Integrated brain connectivity analysis with fMRI, DTI, and sMRI powered by interpretable graph neural networks.","Integrating multimodal brain imaging (fMRI, DTI, sMRI) to predict cognitive function and characterize brain connectivity during youth development.",Brain development / cognition,
40252878,2025,Joint resting state and structural networks characterize pediatric bipolar patients compared to healthy controls: a multimodal fusion approach.,"characterizing joint functional and structural brain network abnormalities distinguishing pediatric bipolar disorder from healthy controls, including type I vs. type II subtypes",Autism / ADHD / psychiatric,
40258236,2025,"Use of deep learning model for paediatric elbow radiograph binomial classification: initial experience, performance and lessons learnt.",Classify pediatric elbow radiographs as normal or abnormal to assist emergency department diagnosis,,
40258953,2025,Using deep learning for estimation of time-since-injury in pediatric accidental fractures.,estimating time-since-injury for pediatric long-bone fractures from radiographs to support fracture dating in accidental injury evaluation,Fracture / trauma / abuse,
40261403,2025,Machine learning-derived multimodal Neurobiological profiles of behavioral activation traits in adolescents.,Can multimodal brain MRI identify neurobiological correlates of behavioral activation traits (reward-seeking) in adolescents?,,ABCD
40265361,2025,A Case for Automated Segmentation of MRI Data in Neurodegenerative Diseases: Type II GM1 Gangliosidosis.,"Evaluating the accuracy of automated brain MRI segmentation pipelines, developed on neurotypical atlases, for tracking neurodegeneration in children with GM1 gangliosidosis compared to manual segmentation",,
40268244,2025,Transfer Learning of Deep Neural Networks Pretrained Using the ABCD Dataset for General Psychopathology Prediction in Korean Adolescents.,"Predicting general psychopathology risk, including major depressive disorder, in adolescents from resting-state functional MRI connectivity, and testing whether a model trained on US adolescents generalizes to Korean adolescents",Autism / ADHD / psychiatric,ABCD
40273823,2025,Pediatric chest X-ray diagnosis using neuromorphic models.,classifying prevalent thoracic diseases on pediatric chest X-rays using neuromorphic spiking neural networks,,PediCXR / VinDr-PCXR
40275674,2025,Myo-Guide: A Machine Learning-Based Web Application for Neuromuscular Disease Diagnosis With MRI.,differential diagnosis of neuromuscular diseases from patterns of muscle involvement on MRI,,
40282852,2025,The Artificial Intelligence-Enhanced Echocardiographic Detection of Congenital Heart Defects in the Fetus: A Mini-Review.,"Reviewing how AI-enhanced echocardiography can improve detection of congenital heart defects in the fetus, including image quality control, cardiac function measurement, defect detection and classification",Fetal assessment / prenatal; Cardiac / congenital heart,
40289637,2025,Neuroanatomical associations with autistic characteristics in those with acute anorexia nervosa and weight-restored individuals.,Determine whether autistic characteristics and frontal-region brain morphology predict future social anhedonia and alexithymia in adolescents with acute or weight-restored anorexia nervosa,Autism / ADHD / psychiatric,
40291904,2025,Preoperative CT-based radiomics nomogram for progression-free survival prediction in pediatric posterior mediastinal malignancies.,predicting progression-free survival in pediatric posterior mediastinal malignancies using preoperative CT radiomics,,
40299004,2025,The performance of sonographic antenatal birth weight assessment assisted with artificial intelligence compared to that of manual examiners at term.,Compare accuracy of AI-supported antenatal fetal weight estimation with that of sonographers of different experience levels near term,Fetal assessment / prenatal,
40301164,2025,"AI-powered automated X-ray bone age analyzer for assisting bone age assessment in Chinese children and adolescents: accuracy, consistency, and time efficiency.",assisting physicians in assessing bone age from hand radiographs in children with growth/endocrine concerns,Bone age / skeletal maturation,
40302646,2025,Predicting the onset of mental health problems in adolescents.,predicting onset of future mental health problems in children/adolescents using subclinical symptoms and neuroimaging data (ABCD study),,ABCD
40304583,2025,Deep Learning Model for Real-Time Nuchal Translucency Assessment at Prenatal US.,identifying the standard nuchal translucency imaging plane and measuring NT thickness in real time during prenatal ultrasound,Fetal assessment / prenatal,
40307202,2025,Multi-Parameter MRI for Evaluating Glymphatic Impairment and White-Matter Abnormalities and Discriminating Refractory Epilepsy in Children.,Distinguishing refractory from drug-sensitive epilepsy in children using glymphatic-function and white-matter MRI markers,Epilepsy,
40310372,2025,Retrospective Clinical Trial to Evaluate the Effectiveness of a New Tanner-Whitehouse-Based Bone Age Assessment Algorithm Trained with a Deep Neural Network System.,How well does a commercial deep learning bone age system based on the Tanner-Whitehouse method agree with pediatric radiologists?,Bone age / skeletal maturation,
40312927,2025,Self-supervised denoising diffusion probabilistic models for abdominal DW-MRI.,"Can a deep learning denoising method improve image quality and lesion detection on single-repetition diffusion-weighted MRI of children's liver tumors, without needing longer scan times?",Liver / biliary,
40313303,2025,Brain Age Prediction in Type II GM1 Gangliosidosis.,Predict brain age and regional brain structure age gaps from MRI to serve as a neuroimaging biomarker of disease severity/progression in GM1 gangliosidosis,Brain development / cognition,
40314702,2025,Automatic ultrasound image alignment for diagnosis of pediatric distal forearm fractures.,using AI-aligned point-of-care ultrasound instead of X-rays to diagnose pediatric distal forearm fractures and reduce radiation exposure,Fracture / trauma / abuse,
40314875,2025,Brain tissue biomarker impact bone age in central precocious puberty more than hormones: a quantitative synthetic magnetic resonance study.,Determine whether brain tissue composition biomarkers from synthetic MRI relate more strongly to bone age development than reproductive hormones in central precocious puberty,Bone age / skeletal maturation,
40316128,2025,Quantitative T1 Mapping Indicates Elevated White Matter Myelin in Children With RASopathies.,distinguishing children with RASopathies from typically developing children using myelin content measures,,
40321262,2025,"Automated cervix biometry, volumetry and normative models for 3D motion-corrected T2-weighted 0.55-3T fetal MRI during 2nd and 3rd trimesters.",Can an automated deep learning pipeline measure cervical biometry on fetal MRI to track cervical remodeling during pregnancy?,Fetal assessment / prenatal,
40323639,2025,Predicting Postoperative Prognosis in Pediatric Malignant Tumor With MRI Radiomics and Deep Learning Models: A Retrospective Study.,"Predict 3-year postoperative disease-free survival in pediatric malignant brain tumor patients by combining MRI radiomics, deep learning features, and clinical indices",Brain / CNS tumors,
40327070,2025,A fully automatic Cobb angle measurement framework of full-spine DR images based on deep learning.,"Automatically measure the Cobb angle from full-spine radiographs to assess scoliosis severity, replacing time-consuming manual measurement with variability",Scoliosis / spine deformity,
40327094,2025,Integrating neuron-specific enolase and venous-phase enhanced computed tomography radiomics for improved survival prediction in high-risk neuroblastoma: a two-center study.,improving survival prediction in high-risk pediatric neuroblastoma by combining a clinical marker (neuron-specific enolase) with CT radiomics,,
40328363,2025,Deep learning-based auto-contouring of organs/structures-at-risk for pediatric upper abdominal radiotherapy.,"automated multi-organ segmentation of organs at risk for radiotherapy planning in pediatric patients with upper abdominal tumors (renal tumors, neuroblastoma)",Renal / urinary,
40328996,2025,Computed tomography based radiomics signature for predicting the expression of vascular endothelial growth factor in pediatric patients with nephroblastoma.,predicting vascular endothelial growth factor (VEGF) expression in pediatric nephroblastoma (Wilms tumor) using CT radiomics,,
40343184,2025,Automatic segmentation and quantitative analysis of brain CT volume in 2-year-olds using deep learning model.,Can deep learning automatically segment and measure brain volumes on CT in healthy 2-year-old children to create normative reference values?,,
40343188,2025,Artificial intelligence in pediatric osteopenia diagnosis: evaluating deep network classification and model interpretability using wrist X-rays.,"Classifying osteopenia versus healthy bone from pediatric wrist X-rays as an alternative to bone mineral density assessment, with interpretable visual explanations",,GRAZPEDWRI-DX
40343273,2025,Computer-aided assessment for enlarged fetal heart with deep learning model.,automating detection of fetal heart enlargement on prenatal ultrasound as an indicator of possible congenital heart disease,Fetal assessment / prenatal; Cardiac / congenital heart,
40344944,2025,TIER-LOC: Visual Query-based Video Clip Localization in fetal ultrasound videos with a multi-tier transformer.,"Can an AI model automatically find relevant video clips (e.g., standard views) within fetal ultrasound sweep videos, to assist sonographer workflow and anomaly detection?",Fetal assessment / prenatal,
40347042,2025,Juvenile Myoclonic Epilepsy Imaging Endophenotypes and Relationship With Cognition and Resting-State EEG.,Explaining heterogeneous cortical-thickness findings in Juvenile Myoclonic Epilepsy by defining imaging-based endophenotypes and relating them to cognition and EEG,Epilepsy,
40354198,2025,A Medical Multimodal Large Language Model for Pediatric Pneumonia.,"Support differential diagnosis, treatment planning, and generation of medical records/radiology reports for pediatric pneumonia",Pulmonary infection,
40356536,2025,Machine Learning-Based Identification of Children With Intermittent Exotropia Using Multiple Resting-State Functional Magnetic Resonance Imaging Features.,Can resting-state functional brain MRI distinguish children with intermittent exotropia from healthy peers?,,
40356719,2025,MRI-based deep learning with clinical and imaging features to differentiate medulloblastoma and ependymoma in children.,"differentiating medulloblastoma from ependymoma in children, tumors that are difficult to distinguish clinically",Brain / CNS tumors,
40356794,2025,Comparison of bone age assessment using manual Greulich and Pyle method versus automated BoneXpert method in South African children.,Compare automated (BoneXpert) versus manual (Greulich-Pyle) bone age assessment methods in children with pediatric endocrinology diagnoses,Bone age / skeletal maturation,
40358694,2025,Evaluation of an artificial intelligence noise reduction tool for conventional X-ray imaging - a visual grading study of pediatric chest examinations at different radiation dose levels using anthropomorphic phantoms.,improving image quality or allowing radiation dose reduction for pediatric chest radiography using an AI noise-reduction tool,,
40372847,2025,CLIF-Net: Intersection-Guided Cross-View Fusion Network for Infection Detection From Cranial Ultrasound.,detecting possible serious bacterial infection in newborns using multi-view cranial ultrasound images,,
40373660,2025,SegQC: a segmentation network-based framework for multi-metric segmentation quality control and segmentation error detection in volumetric medical images.,Automatically estimate segmentation quality and detect segmentation errors in fetal MRI structures to support clinical QC and model development,Fetal assessment / prenatal,
40376373,2025,Validity of ChatGPT in Assisting Diagnosis of Periventricular-Intraventricular Hemorrhage via Cranial Ultrasound Imaging in Very Preterm Infants.,Diagnose periventricular-intraventricular hemorrhage from cranial ultrasound images in very preterm infants,Neonatal brain injury,
40379941,2025,Impact of test set composition on AI performance in pediatric wrist fracture detection in X-rays.,Whether AI models for pediatric wrist fracture detection perform as well on realistically difficult cases as on randomly sampled test cases,Fracture / trauma / abuse,GRAZPEDWRI-DX
40382691,2025,Potential of Artificial Intelligence for Bone Age Assessment in Iranian Children and Adolescents: An Exploratory Study.,Assessing skeletal maturity (bone age) from hand radiographs in children,Bone age / skeletal maturation,
40386094,2025,Machine learning models for estimating fetal weight based on ultrasonographic biometry: Development and validation study.,"Estimate fetal weight from ultrasonographic biometric measurements using machine learning, compared to traditional Hadlock and Shepard formulas",Fetal assessment / prenatal,
40386358,2025,Evaluation of radiomics as an assistant tool for radiologists in the diagnosis of necrotizing enterocolitis.,"assisting radiologists in diagnosing necrotizing enterocolitis on abdominal radiographs, particularly cases initially missed",Acute abdomen,
40387939,2025,Assessing fetal lung maturity: Integration of ultrasound radiomics and deep learning.,Predicting fetal lung maturity from prenatal ultrasound,Fetal assessment / prenatal,
40389019,2025,Evaluation of synthetic images derived from a neural network in pediatric brain magnetic resonance imaging.,"Improve image quality of synthetic MRI contrasts (T1W, T2W, FLAIR) generated from a single acquisition in pediatric brain MRI",,
40390117,2025,Morphometric and radiomics analysis toward the prediction of epilepsy associated with supratentorial low-grade glioma in children.,"predicting risk of epilepsy in children with supratentorial low-grade glioma using MRI radiomics and tumor location features, to guide precise treatment planning",Brain / CNS tumors; Epilepsy,
40397588,2025,Bone Age Estimation of Chinese Han Adolescents's and Children's Elbow Joint X-rays Based on Multiple Deep Convolutional Neural Network Models.,"automated bone age estimation from elbow joint X-rays in Chinese Han adolescents and children, as an alternative to the hand/wrist method",Bone age / skeletal maturation,
40402200,2025,Multimodal MRI radiomics enhances epilepsy prediction in pediatric low-grade glioma patients.,"Predicting whether pediatric low-grade glioma patients have tumor-related epilepsy, non-invasively, from preoperative MRI, to guide preoperative and surgical planning",Brain / CNS tumors; Epilepsy,
40402226,2025,An X-ray bone age assessment method for hands and wrists of adolescents in Western China based on feature fusion deep learning models.,Estimating bone/skeletal age from hand-wrist radiographs to determine legal age boundaries in adolescents,Bone age / skeletal maturation,
40403743,2025,An interpretable deep learning approach for autism spectrum disorder detection in children using NASNet-mobile.,Diagnosing autism spectrum disorder from structural brain MRI,Autism / ADHD / psychiatric,ABIDE
40407029,2025,Classification of Adolescent Idiopathic Scoliosis Curvature Using Contrastive Clustering.,Classifying spinal curve patterns in adolescent idiopathic scoliosis to inform surgical planning,Scoliosis / spine deformity,
40408875,2025,Automated ventricular segmentation in pediatric hydrocephalus: how close are we?,"Evaluating the accuracy of automated whole-brain segmentation tools for measuring lateral ventricle volume in children with hydrocephalus, compared to manual segmentation",Hydrocephalus,
40410108,2025,Deep Learning Image Reconstruction (DLIR) Algorithm to Maintain High Image Quality and Diagnostic Accuracy in Quadruple-low CT Angiography of Children with Pulmonary Sequestration: A Case Control Study.,Diagnosing pulmonary sequestration on low-dose CT angiography in children while reducing radiation and contrast dose,,
40410762,2025,Using machine learning models based on cardiac magnetic resonance parameters to predict the prognostic in children with myocarditis.,Predicting adverse cardiac events / prognosis in children with myocarditis using cardiac MRI-derived parameters.,Cardiac / congenital heart,
40412488,2025,Alterations of white matter functional networks in pediatric drug-resistant temporal lobe epilepsy: A graph theory analysis study.,Classifying children with drug-resistant temporal lobe epilepsy from white matter functional connectivity,Brain development / cognition; Epilepsy,
40414877,2025,Detecting acute bilirubin encephalopathy in neonates based on multimodal MRI images and non-image clinical data.,Diagnosing acute bilirubin encephalopathy in neonates with hyperbilirubinemia,,
40414938,2025,Sex-related differences and associated transcriptional signatures in the brain ventricular system and cerebrospinal fluid development in full-term neonates.,"Whether sex-related differences and their genetic correlates exist in the neonatal brain ventricular system and cerebrospinal fluid, as measured by automated MRI segmentation.",,dHCP
40417272,2025,The changes in brain network functional gradients and dynamic functional connectivity in SeLECTS patients revealing disruptive and compensatory mechanisms in brain networks.,Identifying abnormal brain network patterns associated with a childhood epilepsy syndrome (SeLECTS) using resting-state functional MRI.,Brain development / cognition; Epilepsy,
40418319,2025,Optimizing MRI sequence classification performance: insights from domain shift analysis.,"Automatically classify MRI sequence types to generate reliable metadata, addressing domain shift when models trained on adult MRI are applied to pediatric MRI",,
40419541,2025,A dataset for quality evaluation of pelvic X-ray and diagnosis of developmental dysplasia of the hip.,Provide an annotated dataset to support AI-based pelvic X-ray quality evaluation and developmental dysplasia of the hip diagnosis,Hip dysplasia,
40419983,2025,Detecting microcephaly and macrocephaly from ultrasound images using artificial intelligence.,Detecting microcephaly and macrocephaly from prenatal ultrasound images,Fetal assessment / prenatal,
40423258,2025,Transforming 3D MRI to 2D Feature Maps Using Pre-Trained Models for Diagnosis of Attention Deficit Hyperactivity Disorder.,diagnosis of attention deficit hyperactivity disorder (ADHD) from brain imaging,Autism / ADHD / psychiatric,ADHD-200
40436505,2025,Ensemble learning of deep CNN models and two stage level prediction of Cobb angle on surface topography in adolescents with idiopathic scoliosis.,"Non-invasive estimation of Cobb angle (spinal curvature) in adolescent idiopathic scoliosis from surface topography scans, to reduce radiation exposure from radiographs.",Scoliosis / spine deformity,
40437236,2025,Predicting abnormal fetal growth using deep learning.,"predicting abnormal fetal growth (small or large for gestational age) from ultrasound images, outperforming the standard Hadlock formula",Fetal assessment / prenatal,
40437331,2025,Efficient feature extraction using light-weight CNN attention-based deep learning architectures for ultrasound fetal plane classification.,Automated classification of fetal ultrasound standard planes to assist obstetricians in identifying relevant fetal anatomy.,Fetal assessment / prenatal,
40441215,2025,Three-dimensional automated segmentation of adolescent idiopathic scoliosis on computed tomography driven by deep learning: A retrospective study.,Automated 3D segmentation of vertebrae on CT to support surgical planning in adolescent idiopathic scoliosis.,Scoliosis / spine deformity,
40454500,2025,RNN-AHF Framework: Enhancing Multi-focal Nature of Hypoxic Ischemic Encephalopathy Lesion Region in MRI Image Using Optimized Rough Neural Network Weight and Anti-Homomorphic Filter.,"Enhancing and classifying hypoxic-ischemic encephalopathy (HIE) lesions on neonatal brain MRI, which are diffuse, small, and low-contrast and therefore hard to stage.",Neonatal brain injury,
40454939,2025,A Deep Learning-Based Artificial Intelligence Model Assisting Thyroid Nodule Diagnosis and Management: Pilot Results for Evaluating Thyroid Malignancy in Pediatric Cohorts.,Whether a deep-learning thyroid-nodule malignancy model trained on adults performs well when applied to pediatric thyroid nodules,,
